0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,7.7700000000000005,13.19367444605863,8.09367444605863,0.572066703668925,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,0.67,8.23367444605863,8.07367444605863,0.602066703668925,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,6.69,10.33367444605863,9.703674446058631,0.6320667036689249,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,0.91,11.053674446058631,10.003674446058632,0.602066703668925,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,8.48,9.373674446058631,9.26367444605863,0.382066703668925,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,8.67,10.053674446058631,8.89367444605863,0.49206670366892497,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,0.46,14.093674446058632,11.633674446058631,0.562066703668925,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,7.72,13.74367444605863,12.48367444605863,0.702066703668925,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,3.99,10.84367444605863,9.82367444605863,0.702066703668925,1.874,0.025
0.476,1.536,1.648,1.282,0.544,2.371,0.792,2.289,0.262,0.257,0.0197,3.024,0.1958,0.597,0.167,10.26,13.633674446058631,12.76367444605863,0.532066703668925,1.874,0.025
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,8.620000000000001,11.76367444605863,10.56367444605863,0.532066703668925,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,9.38,10.85367444605863,10.32367444605863,0.522066703668925,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,3.83,10.34367444605863,8.97367444605863,0.41206670366892495,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,4.17,14.16367444605863,11.07367444605863,0.702066703668925,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,3.39,11.76367444605863,8.943674446058631,0.6520667036689249,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,2.85,10.73367444605863,8.603674446058632,0.672066703668925,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,5.18,11.713674446058631,9.183674446058632,0.512066703668925,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,2.71,9.50367444605863,9.00367444605863,0.662066703668925,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,8.67,13.08367444605863,10.85367444605863,0.542066703668925,2.262,0.0168
0.671,1.717,1.981,1.254,0.718,2.953,1.431,0.778,2.485,0.126,0.0186,4.091,0.5613,0.657,0.45,6.48,7.963674446058631,7.623674446058631,0.602066703668925,2.262,0.0168
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,7.0200000000000005,14.03367444605863,11.453674446058631,0.402066703668925,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,0.89,11.863674446058631,8.72367444605863,0.572066703668925,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,4.95,12.39367444605863,9.773674446058632,0.572066703668925,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,4.34,9.863674446058631,8.113674446058631,0.42206670366892496,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,2.71,9.81367444605863,8.65367444605863,0.6220667036689249,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,3.22,9.623674446058631,7.543674446058631,0.482066703668925,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,1.05,13.28367444605863,9.303674446058631,0.722066703668925,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,0.9500000000000001,7.50367444605863,7.473674446058631,0.662066703668925,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,6.72,13.343674446058632,10.35367444605863,0.702066703668925,1.343,0.0389
0.522,1.817,0.283,1.645,0.763,2.584,1.355,0.315,2.857,0.14,0.0082,3.978,0.2498,0.818,0.189,3.25,9.97367444605863,8.50367444605863,0.672066703668925,1.343,0.0389
0.863,0.438,1.08,0.447,0.701,2.504,0.939,1.107,1.813,0.116,0.0214,3.954,0.6332,0.77,0.255,0.44,12.85367444605863,10.943674446058631,0.462066703668925,1.746,0.0184
0.863,0.438,1.08,0.447,0.701,2.504,0.939,1.107,1.813,0.116,0.0214,3.954,0.6332,0.77,0.255,0.8200000000000001,10.08367444605863,9.753674446058632,0.662066703668925,1.746,0.0184
